movie_display_name,$_total_box_office,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,$_domestic_DVD_sales,movie_financial_summary_production_budget
Tofu Kozo Sugoroku-dochu Furidashi,1614401,00000,1614401,,00000
Oye Lucky! Lucky Oye!,1612746,80037,1532709,,00000
The Blue Butterfly,1610194,1610194,00000,,10400000
It Might Get Loud,1610163,1610163,00000,,00000
The Disappearance of Alice Creed,1605139,166980,1438159,,00000
Cairo Time,1603616,1603616,00000,,00000
Astérix et Obélix contre César,1601481,1601481,00000,,00000
L-o-v-e,1601237,00000,1601237,,00000
Dogtown and Z-Boys,1600566,1293295,307271,,400000
Parnell,1600000,1600000,00000,,00000
Jonathan Livingston Seagull,1600000,1600000,00000,,00000
Double Trouble,1600000,1600000,00000,,00000
La Florida,1600000,1600000,00000,,00000
The Prince and the Showgirl,1600000,1600000,00000,,00000
The Wolfpack,1599486,1301696,297790,16013,00000
Chasers,1596700,1596700,00000,,00000
Holy Daddy,1595545,00000,1595545,,00000
Triangle,1595168,00000,1595168,,12000000
Rhyme & Reason,1591687,1591687,00000,,00000
I Am,1591034,1591034,00000,,00000
Midnight Meat Train,1590246,73548,1516698,,15000000
The Concert,1588999,926009,662990,,00000
Romance,1585642,1585642,00000,,00000
Making Mr. Right,1584970,1584970,00000,,00000
Project Nim,1583533,411184,1172349,,00000
Seethamma Vakitlo Sirimalle Chettu,1582476,1582476,00000,,00000
Student Bodies,1582148,1582148,00000,,00000
Ju Dou,1581618,1581618,00000,,00000
Solarbabies,1579260,1579260,00000,,00000
Nine Lives,1578830,478830,1100000,,00000
Cafe de flore,1574881,1574881,00000,,00000
"One Piece: Episode of Chopper: Bloom in the Winter, Miracle Sakura",1574571,00000,1574571,,00000
Mole Zhuangyuan Bingshiji,1572300,00000,1572300,,00000
Dus Kahaniyaan,1571158,219071,1352087,,00000
Short Term 12,1569540,1013100,556440,473712,00000
Heavenly Bodies,1567386,1567386,00000,,00000
Three Fellas,1566972,00000,1566972,,00000
The Woodsman,1566812,1566812,00000,,00000
Bruc,1566101,00000,1566101,,00000
Weekend,1562940,469947,1092993,,190000
Nicholas Nickleby,1562800,1562800,00000,,10000000
Another Woman,1562749,1562749,00000,,00000
De Club van Sinterklaas & De Verdwenen Schoentjes,1561665,00000,1561665,,00000
A Late Quartet,1561577,1561577,00000,,00000
A Handful of Dust,1560700,1560700,00000,,00000
Walking and Talking,1559610,1231303,328307,,1000000
"Bless Me, Ultima",1559556,1559556,00000,,00000
Persecuted,1557494,1557494,00000,78074,00000
Black Sea,1555333,1171559,383774,657791,00000
Truly Madly Deeply,1554742,1554742,00000,,00000
Stan Helsing: A Parody,1553556,00000,1553556,,14000000
Puli,1553385,00000,1553385,,00000
El Bufalo de la Noche,1553198,00000,1553198,,00000
Late Marriage,1551470,1551470,00000,,00000
Chocolate: Deep Dark Secrets,1549000,49000,1500000,,1000000
"Dédé, à travers les brumes",1548858,1548858,00000,,00000
Two Moon Junction,1547397,1547397,00000,,00000
Fed Up,1546228,1538898,07330,867167,00000
The Bay,1545308,30668,1514640,,00000
The Statement,1545064,765637,779427,,27000000
Withnail & I,1544889,1544889,00000,,00000
One False Move,1543000,1543000,00000,,00000
Rampart,1540340,969239,571101,1651663,00000
Year of the Dog,1540141,1540141,00000,,00000
Barbie in Princess Power,1539187,00000,1539187,3331527,00000
Three for the Road,1539000,1539000,00000,,00000
A Hard Day's Night,1537860,1537860,00000,,560000
Blonde Ambition,1537479,06422,1531057,,10000000
Testament,1537122,1537122,00000,,00000
Eros,1535685,188248,1347437,,00000
Carne trémula,1535558,1535558,00000,,00000
The Gingerbread Man,1534569,1534569,00000,,00000
La Jeune Fille et les Loups,1533689,00000,1533689,,00000
National Theatre Live: Of Mice and Men,1532726,00000,1532726,,00000
Requiem,1531921,09600,1522321,,00000
Tacones lejanos,1530941,1530941,00000,,00000
Ouija,1530776,00000,1530776,,00000
13 Semester,1528815,00000,1528815,,00000
"Deux jours, une nuit",1528288,1423552,104736,22405,00000
The Hottie and the Nottie,1527696,27696,1500000,,00000
A Midnight Clear,1526697,1526697,00000,,00000
Efter brylluppet,1526359,1526359,00000,,00000
Girlfight,1523941,1523941,00000,,00000
By the Sea,1523160,498379,1024781,,20000000
Les Liens du sang,1523036,00000,1523036,,00000
The Stepfather 2,1519796,1519796,00000,,00000
Safe Passage,1517700,1517700,00000,,00000
That Sugar Film,1516765,03500,1513265,149232,00000
The Cove,1516214,869730,646484,,00000
Life is Sweet,1516000,1516000,00000,,00000
"I, The Jury",1515578,1515578,00000,,00000
Trade,1513388,214202,1299186,,12000000
L'Heure Zéro,1512047,00000,1512047,,00000
What We Did on Our Holiday,1510872,04200,1506672,17065,00000
Oscar and Lucinda,1508689,1508689,00000,,12500000
Burke & Hare,1507806,04833,1502973,,00000
Married Life,1506998,1506998,00000,,12000000
The Cottage,1504960,00000,1504960,,5000000
&Ccedil;ilgin Dersane Kampta,1504736,00000,1504736,,00000
Song of the Sea,1501065,857524,643541,1036414,00000
Time Changer,1500711,1500711,00000,,825000
Lion of the Desert,1500000,1500000,00000,,35000000
Lianna,1500000,1500000,00000,,00000
At Long Last Love,1500000,1500000,00000,,00000
Fun in Acapulco,1500000,1500000,00000,,00000
Atharintiki Daaredi,1500000,1500000,00000,,00000
Salvador,1500000,1500000,00000,,4500000
The Only Game in Town,1500000,1500000,00000,,00000
Harum Scarum,1500000,1500000,00000,,00000
Land of the Pharaohs,1500000,1500000,00000,,00000
M. Butterfly,1498795,1498795,00000,,00000
One More Chance,1497862,00000,1497862,,00000
Lore,1497544,970325,527219,,00000
A Dangerous Woman,1497222,1497222,00000,,00000
The Center of the World,1496037,1096037,400000,,00000
City of Industry,1495332,1495332,00000,,00000
A Love Story,1493728,00000,1493728,,00000
Gonzo: The Life and Work of Dr. Hunter S. Thompson,1492100,1252100,240000,,00000
Solo Quiero Caminar,1488707,00000,1488707,,00000
Zebrahead,1486300,1486300,00000,,00000
Josh and S.A.M.,1484404,1484404,00000,,00000
Misunderstood,1480510,1480510,00000,,00000
La Leyenda de la Nahuala,1479685,00000,1479685,,00000
La personne aux deux personnes,1477623,00000,1477623,,00000
Clockwise,1476356,1476356,00000,,00000
Rory O'Shea Was Here,1471229,23844,1447385,,00000
Fritt Vilt 2,1469096,00000,1469096,,00000
Sky Bandits,1468500,1468500,00000,,00000
Passe-Passe,1467549,00000,1467549,,00000
Finders Keepers,1467396,1467396,00000,,00000
She Hate Me,1465134,365134,1100000,,00000
Mister Johnson,1464000,1464000,00000,,00000
Trois couleurs: Blanc,1464000,1464000,00000,,00000
The Contract,1462668,00000,1462668,12658012,00000
Beyond a Reasonable Doubt,1461624,32917,1428707,,00000
Being Human,1461200,1461200,00000,,00000
Beautiful Thing,1460297,1460297,00000,,00000
Hors la loi,1459269,00000,1459269,,00000
Table No.21,1458966,00000,1458966,,00000
Kleiner Dodo,1458209,00000,1458209,,00000
The Other Woman,1455527,25423,1430104,1690477,00000
Under the Sand,1450106,1450106,00000,,00000
Happy Endings,1448701,1315701,133000,,00000
Shadow of the Wolf,1448640,1448640,00000,,00000
Tous les soleils,1448473,00000,1448473,,00000
Papa ou maman,1448066,00000,1448066,,00000
Northfork,1445140,1420578,24562,,1900000
Belizaire the Cajun,1444618,1444618,00000,,00000
Like a Virgin,1443386,00000,1443386,,00000
Masked Rider Kabuto,1441305,00000,1441305,,00000
Greenfingers,1439287,1439287,00000,,00000
Bubba Ho-Tep,1438368,1184656,253712,,1000000
Le chat du rabbin,1438223,04301,1433922,,00000
Blood Money,1437391,00000,1437391,,00000
Disconnect,1436862,1436862,00000,314425,00000
Carol,1436354,623251,813103,,00000
Down by Law,1436000,1436000,00000,,00000
Farinelli,1434847,1434847,00000,,00000
Ernest Rides Again,1433496,1433496,00000,,00000
No End In Sight,1433319,1433319,00000,,2000000
A Prayer for the Dying,1432687,1432687,00000,,00000
The Man from Elysian Fields,1431625,1431625,00000,,00000
In God's Hands,1431239,1431239,00000,,00000
Restrepo,1430603,1330894,99709,,00000
Bodyguard Na Liam 2,1429816,00000,1429816,,00000
I Hope They Serve Beer in Hell,1429453,1429299,00154,1954290,7000000
Garbo Talks,1427108,1427108,00000,,00000
Poulet aux prunes ,1426898,253705,1173193,,00000
La Herencia Valdemar,1426523,00000,1426523,,00000
Les Chansons d'Amour,1425827,103970,1321857,,00000
"Montana (Russia, 2008)",1424034,00000,1424034,,00000
Bleach: The Diamond Dust Rebellion,1423665,00000,1423665,,00000
Thr3e,1420418,1008849,411569,,2400000
American Flyers,1420355,1420355,00000,,00000
Kandahar,1418314,1418314,00000,,00000
Polytechnique,1418304,1418304,00000,,00000
Wendy and Lucy,1416046,865695,550351,,300000
Where the Truth Lies,1415656,872142,543514,,25000000
The Field,1414017,1414017,00000,,00000
Panic,1413577,767007,646570,,1000000
Vincere,1412865,619162,793703,,00000
Iris,1411315,1310678,100637,,00000
Nulevoy Kilometr,1410002,00000,1410002,,00000
Paheli (Puzzle),1409499,1409499,00000,,00000
Un heureux événement,1407394,00000,1407394,,00000
8 x 10 Tasveer,1407045,00000,1407045,,00000
Affaire de famille,1405432,00000,1405432,,00000
The Tall Man,1405146,00000,1405146,822693,00000
Metropolis,1405032,673414,731618,,15000000
Shirin Farhad Ki Toh Nikal Padi,1401090,00000,1401090,,00000
Class of 1999,1400149,1400149,00000,,00000
Birdy,1400000,1400000,00000,,00000
Suddenly,1400000,1400000,00000,,00000
Arch of Triumph,1400000,1400000,00000,,00000
13B,1398956,12449,1386507,,00000
Ushpizin,1397999,1397999,00000,,00000
Die Relativitätstheorie der Liebe,1397899,00000,1397899,,00000
Surveillance,1396395,27349,1369046,,3500000
The Last of the Finest,1395694,1395694,00000,,00000
Jesus Camp,1394989,902544,492445,,00000
Leonard Cohen: I'm Your Man,1394254,1044254,350000,,00000
Courage Mountain,1393610,1393610,00000,,00000
Slow West,1391848,229094,1162754,19198,00000
X Games 3D: The Movie,1391434,1391434,00000,,00000
Big Bang,1388637,00000,1388637,,00000
Give My Regards to Broad Street,1387440,1387440,00000,,00000
The U.S. vs John Lennon,1387320,1109146,278174,,00000
Joe Gould's Secret,1387255,642018,745237,,00000
Romeo et Juliette,1386582,1386582,00000,,00000
"For a Good Time, Call",1384038,1251749,132289,,850000
Uri Dongne,1383716,00000,1383716,,00000
Book of Love,1382259,1382259,00000,,00000
Bully,1381824,881824,500000,,2100000
Certain Fury,1381091,1381091,00000,,00000
'Luv Shuv Tey Chicken Khurana,1380439,143900,1236539,,00000
The Claim,1375635,622023,753612,,13000000
"Gandhi, My Father",1375194,240425,1134769,,5000000
Daddy's Dyin'… Who's Got the Will?,1373728,1373728,00000,,00000
Dogtooth,1373407,110248,1263159,,323000
Sono Toki Wa Kare Ni Yoroshiku,1373395,00000,1373395,,00000
South Central,1373196,1373196,00000,,00000
Dangerous Games,1372000,00000,1372000,,00000
Locke,1370646,1370646,00000,122539,00000
Dot the I,1368936,306224,1062712,,00000
"Yes, Giorgio",1368588,1368588,00000,,00000
Little Nemo: Adventures in Slumberland,1368210,1368210,00000,,00000
Joshua,1366733,1366733,00000,,00000
American Desi,1366235,902835,463400,,250000
Julia,1365108,65108,1300000,,6000000
Strange Invaders,1362303,1362303,00000,,00000
Money Hai Toh Honey Hai,1362184,00000,1362184,,00000
Leaving Normal,1361232,1361232,00000,,00000
Gimme Shelter,1359910,1359910,00000,167204,00000
Spanking the Monkey,1359736,1359736,00000,,00000
Turtle: The Incredible Journey,1358840,391942,966898,,00000
Sorceress,1358792,1358792,00000,,00000
The Offspring,1355728,1355728,00000,,1100000
The Secrets of Jonathan Sperry,1355079,1355079,00000,,00000
Kansas City,1353824,1353824,00000,,19000000
The City of Your Final Destination,1353296,493296,860000,,8300000
2011 Oscar Shorts,1352152,1352152,00000,,00000
Exposed,1352083,1352083,00000,,00000
Ponette,1351319,1351319,00000,,00000
Platoon Leader,1348771,1348771,00000,,00000
Mean Creek,1348750,603951,744799,,500000
The Cokeville Miracle,1348630,1348630,00000,,00000
At Play in the Fields of the Lord,1342903,1342903,00000,,00000
"No Eres Tu, Soy Yo",1339911,1339911,00000,,00000
Le Capital,1339715,22400,1317315,34098,00000
A Dirty Shame,1339668,1339668,00000,,00000
GoBots: War of the Rock Lords,1338264,1338264,00000,,00000
Forces spéciales,1335641,10759,1324882,,00000
Henry Fool,1334786,1334786,00000,,00000
Nikte,1333891,00000,1333891,,00000
The Navigator: A Mediaeval Odyssey,1333379,1333379,00000,,00000
Alexandra's Project,1333277,750241,583036,,00000
Les adieux à la reine,1329660,1329660,00000,,00000
In Search of a Midnight Kiss,1329014,172177,1156837,,00000
Jing ke ci qin wang,1328435,1328435,00000,,00000
The Ultimate Life,1327841,1327841,00000,1319125,00000
La proie,1327670,06310,1321360,,00000
Black,1327328,754819,572509,,00000
The Work and the Glory III: A House Divided,1325092,1325092,00000,,00000
Trois couleurs: Bleu,1324974,1324974,00000,,00000
Damsels in Distress,1324299,1007535,316764,,3000000
Sarah Silverman: Jesus is Magic,1324244,1324244,00000,,00000
Der 7bte Zwerg,1324167,00000,1324167,18519,00000
Eagle vs Shark,1323878,221846,1102032,,00000
Svadba Po Obmenu,1323774,00000,1323774,,00000
The Program,1322374,00000,1322374,,00000
Travellers and Magicians,1322161,506793,815368,,1800000
Air Racers 3D,1321957,1309987,11970,,00000
Divided We Fall,1320112,1320112,00000,,00000
Warriors of Heaven and Earth,1318382,82382,1236000,,00000
Catfish in Black Bean Sauce,1315573,1315573,00000,,00000
The Kings of Summer,1315500,1315500,00000,,00000
Loro chi?,1314576,00000,1314576,,00000
The Stoning of Soraya M.,1313014,655871,657143,,00000
Baby It's You,1312473,1312473,00000,,00000
Saints and Soldiers,1310470,1310470,00000,,780000
Off the Map,1310368,1310368,00000,,00000
The Celluloid Closet,1310167,1310167,00000,,00000
The Good German,1308696,1308696,00000,,32000000
Scar,1308216,00000,1308216,,00000
The Funeral,1306233,1106233,200000,,12500000
Babar: The Movie,1305187,1305187,00000,,00000
8 Million Ways to Die,1305114,1305114,00000,,00000
"Three Investigators and the Secret of Terror Castle, The",1303981,00000,1303981,,00000
Woman Thou Art Loosed On the 7th Day,1301562,1301562,00000,,00000
Touch and Go,1300000,1300000,00000,,00000
Eddie Macon's Run,1300000,1300000,00000,,00000
The Legend of Rita,1299953,666565,633388,,00000
American Movie: The Making of Northwestern,1299524,1160426,139098,,00000
Hooked On You,1299428,00000,1299428,,00000
Everybody Wins,1299327,1299327,00000,,00000
Radioland Murders,1299060,1299060,00000,,00000
Conversations with Other Women,1297745,379418,918327,,450000
"War, Inc.",1297520,578527,718993,1402194,10000000
Paper Heart,1296971,1274062,22909,,00000
The Legend of Barney Thomson,1294450,00000,1294450,,00000
Usagi Doroppu,1290391,00000,1290391,,00000
Eklavya - The Royal Guard,1290212,1290212,00000,,00000
Main Aurr Mrs. Khanna,1289846,197183,1092663,,00000
The Business of Strangers,1288337,1028337,260000,,6000000
29th Street,1287171,1287171,00000,,00000
Le hussard sur le toit,1286429,1286429,00000,,35000000
Chalo Dilli,1286011,72486,1213525,,00000
Wool-hak-kyo I-ti,1283207,00000,1283207,,00000
Assassination Tango,1282877,1000673,282204,,00000
Bread and Roses,1282593,536465,746128,,00000
Festival Express,1282345,1172345,110000,,00000
Startup.com,1280975,1280975,00000,,00000
La cité des enfants perdus,1280446,1280446,00000,,00000
Nightwatch,1278516,1278516,00000,,00000
I Spit on Your Grave,1278471,93051,1185420,,1750000
Luang Pee Teng 2,1277605,00000,1277605,,00000
The Celestine Prophecy,1276994,1214661,62333,,00000
Apartment 1303,1274006,00000,1274006,,00000
The Flying Scotsman,1271817,171817,1100000,,00000
Company Business,1270483,1270483,00000,,00000
Saving Face,1269705,1187266,82439,,2500000
Gloria,1267863,00000,1267863,13866,00000
Meerkats,1267658,845613,422045,,00000
City of Hope,1264910,1264910,00000,,00000
Phat Beach,1263945,1263945,00000,,00000
Bou ying,1263404,00000,1263404,,00000
When a Stranger Calls,1262052,1262052,00000,,00000
Holy Girl,1261792,304124,957668,,1400000
Blue in the Face,1260496,1260496,00000,,00000
The Abandoned,1255524,1255524,00000,2543282,00000
Looking for Richard,1253153,1253153,00000,,00000
Encounters at the End of the World,1252613,944933,307680,,00000
The Ward,1252014,07760,1244254,,00000
Third Person,1251539,1019038,232501,434923,00000
The Singles Ward,1250798,1250798,00000,,500000
Outlander,1250617,166003,1084614,2583891,50000000
MVP: Most Valuable Primate,1248746,1248746,00000,,00000
L'avocat de la terreur,1247724,47724,1200000,,00000
Duo Ming Xin Tiao,1247300,00000,1247300,,00000
Losin' It,1246141,1246141,00000,,7000000
Toutes nos envies,1245147,22517,1222630,,00000
Turn It Up,1244676,1244676,00000,,00000
The Comfort of Strangers,1244000,1244000,00000,,00000
The Three Musketeers,1243930,1243930,00000,,00000
Walking the Camino: Six Ways to Santiago,1242536,612717,629819,,00000
Et si on vivait tous ensemble?,1240236,43180,1197056,,00000
Picture Bride,1238905,1238905,00000,,00000
Nuit de Noces,1238180,1238180,00000,,00000
"Car 54, Where Are You?",1238080,1238080,00000,,00000
Slow Burn,1237615,1237615,00000,2237884,15500000
Beyond the Mask,1236094,1236094,00000,517259,00000
Turkey Shoot,1233657,1233657,00000,,00000
The Invisible Woman,1233347,1233347,00000,,00000
The Fourth War,1232285,1232285,00000,,00000
You Got Served: Beat The World,1230542,00000,1230542,,10000000
Nueba Yol,1229715,1229715,00000,,00000
Slacker,1227508,1227508,00000,,23000
Singham Returns,1226581,1226581,00000,,00000
Main Prem Ki Diwani Hoon,1225908,1225908,00000,,00000
Inequality for All,1225769,1205079,20690,3022098,00000
Vital Signs,1224605,1224605,00000,,00000
The Lonely Lady,1223220,1223220,00000,,00000
One Tough Cop,1220906,1220906,00000,,00000
Le fils de l'autre,1220807,1220807,00000,,00000
Kencho Omotenashi Ka,1218403,00000,1218403,,00000
Blackthorn,1217307,200558,1016749,,4500000
